list_name,name,label,link_group,link_maingroup,usercountry,curr_sdate,curr_fdate,curr_detail_link,,,,,,,,,,,
measunits,unitISO4217C-AZN,Azerbaijan Manat,unitscurrency,,AZE,,,2,,,,,,,,,,,
measunits,unitISO4217C-BSD,Bahamian Dollar,unitscurrency,,BHS,,,2,,,,,,,,,,,
measunits,unitISO4217C-BHD,Bahraini Dinar,unitscurrency,,BHR,,,3,,,,,,,,,,,
measunits,unitISO4217C-BDT,Taka,unitscurrency,,BGD,,,2,,,,,,,,,,,
measunits,unitISO4217C-BBD,Barbados Dollar,unitscurrency,,BRB,,,2,,,,,,,,,,,
measunits,unitISO4217C-BYN,Belarusian Ruble,unitscurrency,,BLR,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,BEL,,,2,,,,,,,,,,,
measunits,unitISO4217C-BZD,Belize Dollar,unitscurrency,,BLZ,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,BEN,,,0,,,,,,,,,,,
measunits,unitISO4217C-BMD,Bermudian Dollar,unitscurrency,,BMU,,,2,,,,,,,,,,,
measunits,unitISO4217C-INR,Indian Rupee,unitscurrency,,BTN,,,2,,,,,,,,,,,
measunits,unitISO4217C-BTN,Ngultrum,unitscurrency,,BTN,,,2,,,,,,,,,,,
measunits,unitISO4217C-BOB,Boliviano,unitscurrency,,BOL,,,2,,,,,,,,,,,
measunits,unitISO4217C-BOV,Mvdol,unitscurrency,,BOL,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,BES,,,2,,,,,,,,,,,
measunits,unitISO4217C-BAM,Convertible Mark,unitscurrency,,BIH,,,2,,,,,,,,,,,
measunits,unitISO4217C-BWP,Pula,unitscurrency,,BWA,,,2,,,,,,,,,,,
measunits,unitISO4217C-NOK,Norwegian Krone,unitscurrency,,BVT,,,2,,,,,,,,,,,
measunits,unitISO4217C-BRL,Brazilian Real,unitscurrency,,BRA,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,IOT,,,2,,,,,,,,,,,
measunits,unitISO4217C-BND,Brunei Dollar,unitscurrency,,BRN,,,2,,,,,,,,,,,
measunits,unitISO4217C-BGN,Bulgarian Lev,unitscurrency,,BGR,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,BFA,,,0,,,,,,,,,,,
measunits,unitISO4217C-BIF,Burundi Franc,unitscurrency,,BDI,,,0,,,,,,,,,,,
measunits,unitISO4217C-CVE,Cabo Verde Escudo,unitscurrency,,CPV,,,2,,,,,,,,,,,
measunits,unitISO4217C-KHR,Riel,unitscurrency,,KHM,,,2,,,,,,,,,,,
measunits,unitISO4217C-XAF,CFA Franc BEAC,unitscurrency,,CMR,,,0,,,,,,,,,,,
measunits,unitISO4217C-CAD,Canadian Dollar,unitscurrency,,CAN,,,2,,,,,,,,,,,
measunits,unitISO4217C-KYD,Cayman Islands Dollar,unitscurrency,,CYM,,,2,,,,,,,,,,,
measunits,unitISO4217C-XAF,CFA Franc BEAC,unitscurrency,,CAF,,,0,,,,,,,,,,,
measunits,unitISO4217C-XAF,CFA Franc BEAC,unitscurrency,,TCD,,,0,,,,,,,,,,,
measunits,unitISO4217C-CLP,Chilean Peso,unitscurrency,,CHL,,,0,,,,,,,,,,,
measunits,unitISO4217C-CLF,Unidad de Fomento,unitscurrency,,CHL,,,4,,,,,,,,,,,
measunits,unitISO4217C-CNY,Yuan Renminbi,unitscurrency,,CHN,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,CXR,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,CCK,,,2,,,,,,,,,,,
measunits,unitISO4217C-COP,Colombian Peso,unitscurrency,,COL,,,2,,,,,,,,,,,
measunits,unitISO4217C-COU,Unidad de Valor Real,unitscurrency,,COL,,,2,,,,,,,,,,,
measunits,unitISO4217C-KMF,Comorian Franc,unitscurrency,,COM,,,0,,,,,,,,,,,
measunits,unitISO4217C-CDF,Congolese Franc,unitscurrency,,COD,,,2,,,,,,,,,,,
measunits,unitISO4217C-XAF,CFA Franc BEAC,unitscurrency,,COG,,,0,,,,,,,,,,,
measunits,unitISO4217C-NZD,New Zealand Dollar,unitscurrency,,COK,,,2,,,,,,,,,,,
measunits,unitISO4217C-CRC,Costa Rican Colon,unitscurrency,,CRI,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,CIV,,,0,,,,,,,,,,,
measunits,unitISO4217C-HRK,Kuna,unitscurrency,,HRV,,,2,,,,,,,,,,,
measunits,unitISO4217C-CUP,Cuban Peso,unitscurrency,,CUB,,,2,,,,,,,,,,,
measunits,unitISO4217C-CUC,Peso Convertible,unitscurrency,,CUB,,,2,,,,,,,,,,,
measunits,unitISO4217C-ANG,Netherlands Antillean Guilder,unitscurrency,,CUW,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,CYP,,,2,,,,,,,,,,,
measunits,unitISO4217C-CZK,Czech Koruna,unitscurrency,,CZE,,,2,,,,,,,,,,,
measunits,unitISO4217C-DKK,Danish Krone,unitscurrency,,DNK,,,2,,,,,,,,,,,
measunits,unitISO4217C-DJF,Djibouti Franc,unitscurrency,,DJI,,,0,,,,,,,,,,,
measunits,unitISO4217C-XCD,East Caribbean Dollar,unitscurrency,,DMA,,,2,,,,,,,,,,,
measunits,unitISO4217C-DOP,Dominican Peso,unitscurrency,,DOM,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,ECU,,,2,,,,,,,,,,,
measunits,unitISO4217C-EGP,Egyptian Pound,unitscurrency,,EGY,,,2,,,,,,,,,,,
measunits,unitISO4217C-SVC,El Salvador Colon,unitscurrency,,SLV,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,SLV,,,2,,,,,,,,,,,
measunits,unitISO4217C-XAF,CFA Franc BEAC,unitscurrency,,GNQ,,,0,,,,,,,,,,,
measunits,unitISO4217C-ERN,Nakfa,unitscurrency,,ERI,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,EST,,,2,,,,,,,,,,,
measunits,unitISO4217C-SZL,Lilangeni,unitscurrency,,SWZ,,,2,,,,,,,,,,,
measunits,unitISO4217C-ETB,Ethiopian Birr,unitscurrency,,ETH,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,EUR,,,2,,,,,,,,,,,
measunits,unitISO4217C-FKP,Falkland Islands Pound,unitscurrency,,FLK,,,2,,,,,,,,,,,
measunits,unitISO4217C-DKK,Danish Krone,unitscurrency,,FRO,,,2,,,,,,,,,,,
measunits,unitISO4217C-FJD,Fiji Dollar,unitscurrency,,FJI,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,FIN,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,FRA,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,GUF,,,2,,,,,,,,,,,
measunits,unitISO4217C-XPF,CFP Franc,unitscurrency,,PYF,,,0,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,ATF,,,2,,,,,,,,,,,
measunits,unitISO4217C-XAF,CFA Franc BEAC,unitscurrency,,GAB,,,0,,,,,,,,,,,
measunits,unitISO4217C-GMD,Dalasi,unitscurrency,,GMB,,,2,,,,,,,,,,,
measunits,unitISO4217C-GEL,Lari,unitscurrency,,GEO,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,DEU,,,2,,,,,,,,,,,
measunits,unitISO4217C-GHS,Ghana Cedi,unitscurrency,,GHA,,,2,,,,,,,,,,,
measunits,unitISO4217C-GIP,Gibraltar Pound,unitscurrency,,GIB,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,GRC,,,2,,,,,,,,,,,
measunits,unitISO4217C-DKK,Danish Krone,unitscurrency,,GRL,,,2,,,,,,,,,,,
measunits,unitISO4217C-XCD,East Caribbean Dollar,unitscurrency,,GRD,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,GLP,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,GUM,,,2,,,,,,,,,,,
measunits,unitISO4217C-GTQ,Quetzal,unitscurrency,,GTM,,,2,,,,,,,,,,,
measunits,unitISO4217C-GBP,Pound Sterling,unitscurrency,,GGY,,,2,,,,,,,,,,,
measunits,unitISO4217C-GNF,Guinean Franc,unitscurrency,,GIN,,,0,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,GNB,,,0,,,,,,,,,,,
measunits,unitISO4217C-GYD,Guyana Dollar,unitscurrency,,GUY,,,2,,,,,,,,,,,
measunits,unitISO4217C-HTG,Gourde,unitscurrency,,HTI,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,HTI,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,HMD,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,VAT,,,2,,,,,,,,,,,
measunits,unitISO4217C-HNL,Lempira,unitscurrency,,HND,,,2,,,,,,,,,,,
measunits,unitISO4217C-HKD,Hong Kong Dollar,unitscurrency,,HKG,,,2,,,,,,,,,,,
measunits,unitISO4217C-HUF,Forint,unitscurrency,,HUN,,,2,,,,,,,,,,,
measunits,unitISO4217C-ISK,Iceland Krona,unitscurrency,,ISL,,,0,,,,,,,,,,,
measunits,unitISO4217C-INR,Indian Rupee,unitscurrency,,IND,,,2,,,,,,,,,,,
measunits,unitISO4217C-IDR,Rupiah,unitscurrency,,IDN,,,2,,,,,,,,,,,
measunits,unitISO4217C-XDR,SDR (Special Drawing Right),unitscurrency,,XDR,,,,,,,,,,,,,,
measunits,unitISO4217C-IRR,Iranian Rial,unitscurrency,,IRN,,,2,,,,,,,,,,,
measunits,unitISO4217C-IQD,Iraqi Dinar,unitscurrency,,IRQ,,,3,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,IRL,,,2,,,,,,,,,,,
measunits,unitISO4217C-GBP,Pound Sterling,unitscurrency,,IMN,,,2,,,,,,,,,,,
measunits,unitISO4217C-ILS,New Israeli Sheqel,unitscurrency,,ISR,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,ITA,,,2,,,,,,,,,,,
measunits,unitISO4217C-JMD,Jamaican Dollar,unitscurrency,,JAM,,,2,,,,,,,,,,,
measunits,unitISO4217C-JPY,Yen,unitscurrency,,JPN,,,0,,,,,,,,,,,
measunits,unitISO4217C-GBP,Pound Sterling,unitscurrency,,JEY,,,2,,,,,,,,,,,
measunits,unitISO4217C-JOD,Jordanian Dinar,unitscurrency,,JOR,,,3,,,,,,,,,,,
measunits,unitISO4217C-KZT,Tenge,unitscurrency,,KAZ,,,2,,,,,,,,,,,
measunits,unitISO4217C-KES,Kenyan Shilling,unitscurrency,,KEN,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,KIR,,,2,,,,,,,,,,,
measunits,unitISO4217C-KPW,North Korean Won,unitscurrency,,PRK,,,2,,,,,,,,,,,
measunits,unitISO4217C-KRW,Won,unitscurrency,,KOR,,,0,,,,,,,,,,,
measunits,unitISO4217C-KWD,Kuwaiti Dinar,unitscurrency,,KWT,,,3,,,,,,,,,,,
measunits,unitISO4217C-KGS,Som,unitscurrency,,KGZ,,,2,,,,,,,,,,,
measunits,unitISO4217C-LAK,Lao Kip,unitscurrency,,LAO,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,LVA,,,2,,,,,,,,,,,
measunits,unitISO4217C-LBP,Lebanese Pound,unitscurrency,,LBN,,,2,,,,,,,,,,,
measunits,unitISO4217C-LSL,Loti,unitscurrency,,LSO,,,2,,,,,,,,,,,
measunits,unitISO4217C-ZAR,Rand,unitscurrency,,LSO,,,2,,,,,,,,,,,
measunits,unitISO4217C-LRD,Liberian Dollar,unitscurrency,,LBR,,,2,,,,,,,,,,,
measunits,unitISO4217C-LYD,Libyan Dinar,unitscurrency,,LBY,,,3,,,,,,,,,,,
measunits,unitISO4217C-CHF,Swiss Franc,unitscurrency,,LIE,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,LTU,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,LUX,,,2,,,,,,,,,,,
measunits,unitISO4217C-MOP,Pataca,unitscurrency,,MAC,,,2,,,,,,,,,,,
measunits,unitISO4217C-MKD,Denar,unitscurrency,,MKD,,,2,,,,,,,,,,,
measunits,unitISO4217C-MGA,Malagasy Ariary,unitscurrency,,MDG,,,2,,,,,,,,,,,
measunits,unitISO4217C-MWK,Malawi Kwacha,unitscurrency,,MWI,,,2,,,,,,,,,,,
measunits,unitISO4217C-MYR,Malaysian Ringgit,unitscurrency,,MYS,,,2,,,,,,,,,,,
measunits,unitISO4217C-MVR,Rufiyaa,unitscurrency,,MDV,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,MLI,,,0,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,MLT,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,MHL,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,MTQ,,,2,,,,,,,,,,,
measunits,unitISO4217C-MRU,Ouguiya,unitscurrency,,MRT,,,2,,,,,,,,,,,
measunits,unitISO4217C-MUR,Mauritius Rupee,unitscurrency,,MUS,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,MYT,,,2,,,,,,,,,,,
measunits,unitISO4217C-XUA,ADB Unit of Account,unitscurrency,,XUA,,,,,,,,,,,,,,
measunits,unitISO4217C-MXN,Mexican Peso,unitscurrency,,MEX,,,2,,,,,,,,,,,
measunits,unitISO4217C-MXV,Mexican Unidad de Inversion (UDI),unitscurrency,,MEX,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,FSM,,,2,,,,,,,,,,,
measunits,unitISO4217C-MDL,Moldovan Leu,unitscurrency,,MDA,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,MCO,,,2,,,,,,,,,,,
measunits,unitISO4217C-MNT,Tugrik,unitscurrency,,MNG,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,MNE,,,2,,,,,,,,,,,
measunits,unitISO4217C-XCD,East Caribbean Dollar,unitscurrency,,MSR,,,2,,,,,,,,,,,
measunits,unitISO4217C-MAD,Moroccan Dirham,unitscurrency,,MAR,,,2,,,,,,,,,,,
measunits,unitISO4217C-MZN,Mozambique Metical,unitscurrency,,MOZ,,,2,,,,,,,,,,,
measunits,unitISO4217C-MMK,Kyat,unitscurrency,,MMR,,,2,,,,,,,,,,,
measunits,unitISO4217C-NAD,Namibia Dollar,unitscurrency,,NAM,,,2,,,,,,,,,,,
measunits,unitISO4217C-ZAR,Rand,unitscurrency,,NAM,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,NRU,,,2,,,,,,,,,,,
measunits,unitISO4217C-NPR,Nepalese Rupee,unitscurrency,,NPL,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,NLD,,,2,,,,,,,,,,,
measunits,unitISO4217C-XPF,CFP Franc,unitscurrency,,NCL,,,0,,,,,,,,,,,
measunits,unitISO4217C-NZD,New Zealand Dollar,unitscurrency,,NZL,,,2,,,,,,,,,,,
measunits,unitISO4217C-NIO,Cordoba Oro,unitscurrency,,NIC,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,NER,,,0,,,,,,,,,,,
measunits,unitISO4217C-NGN,Naira,unitscurrency,,NGA,,,2,,,,,,,,,,,
measunits,unitISO4217C-NZD,New Zealand Dollar,unitscurrency,,NIU,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,NFK,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,MNP,,,2,,,,,,,,,,,
measunits,unitISO4217C-NOK,Norwegian Krone,unitscurrency,,NOR,,,2,,,,,,,,,,,
measunits,unitISO4217C-OMR,Rial Omani,unitscurrency,,OMN,,,3,,,,,,,,,,,
measunits,unitISO4217C-PKR,Pakistan Rupee,unitscurrency,,PAK,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,PLW,,,2,,,,,,,,,,,
measunits,unitISO4217C-PAB,Balboa,unitscurrency,,PAN,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,PAN,,,2,,,,,,,,,,,
measunits,unitISO4217C-PGK,Kina,unitscurrency,,PNG,,,2,,,,,,,,,,,
measunits,unitISO4217C-PYG,Guarani,unitscurrency,,PRY,,,0,,,,,,,,,,,
measunits,unitISO4217C-PEN,Sol,unitscurrency,,PER,,,2,,,,,,,,,,,
measunits,unitISO4217C-PHP,Philippine Peso,unitscurrency,,PHL,,,2,,,,,,,,,,,
measunits,unitISO4217C-NZD,New Zealand Dollar,unitscurrency,,PCN,,,2,,,,,,,,,,,
measunits,unitISO4217C-PLN,Zloty,unitscurrency,,POL,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,PRT,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,PRI,,,2,,,,,,,,,,,
measunits,unitISO4217C-QAR,Qatari Rial,unitscurrency,,QAT,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,REU,,,2,,,,,,,,,,,
measunits,unitISO4217C-RON,Romanian Leu,unitscurrency,,ROU,,,2,,,,,,,,,,,
measunits,unitISO4217C-RUB,Russian Ruble,unitscurrency,,RUS,,,2,,,,,,,,,,,
measunits,unitISO4217C-RWF,Rwanda Franc,unitscurrency,,RWA,,,0,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,BLM,,,2,,,,,,,,,,,
measunits,unitISO4217C-SHP,Saint Helena Pound,unitscurrency,,SHN,,,2,,,,,,,,,,,
measunits,unitISO4217C-XCD,East Caribbean Dollar,unitscurrency,,KNA,,,2,,,,,,,,,,,
measunits,unitISO4217C-XCD,East Caribbean Dollar,unitscurrency,,LCA,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,MAF,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,SPM,,,2,,,,,,,,,,,
measunits,unitISO4217C-XCD,East Caribbean Dollar,unitscurrency,,VCT,,,2,,,,,,,,,,,
measunits,unitISO4217C-WST,Tala,unitscurrency,,WSM,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,SMR,,,2,,,,,,,,,,,
measunits,unitISO4217C-STN,Dobra,unitscurrency,,STP,,,2,,,,,,,,,,,
measunits,unitISO4217C-SAR,Saudi Riyal,unitscurrency,,SAU,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,SEN,,,0,,,,,,,,,,,
measunits,unitISO4217C-RSD,Serbian Dinar,unitscurrency,,SRB,,,2,,,,,,,,,,,
measunits,unitISO4217C-SCR,Seychelles Rupee,unitscurrency,,SYC,,,2,,,,,,,,,,,
measunits,unitISO4217C-SLL,Leone,unitscurrency,,SLE,,,2,,,,,,,,,,,
measunits,unitISO4217C-SGD,Singapore Dollar,unitscurrency,,SGP,,,2,,,,,,,,,,,
measunits,unitISO4217C-ANG,Netherlands Antillean Guilder,unitscurrency,,SXM,,,2,,,,,,,,,,,
measunits,unitISO4217C-XSU,Sucre,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,SVK,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,SVN,,,2,,,,,,,,,,,
measunits,unitISO4217C-SBD,Solomon Islands Dollar,unitscurrency,,SLB,,,2,,,,,,,,,,,
measunits,unitISO4217C-SOS,Somali Shilling,unitscurrency,,SOM,,,2,,,,,,,,,,,
measunits,unitISO4217C-ZAR,Rand,unitscurrency,,ZAF,,,2,,,,,,,,,,,
measunits,unitISO4217C-SSP,South Sudanese Pound,unitscurrency,,SSD,,,2,,,,,,,,,,,
measunits,unitISO4217C-EUR,Euro,unitscurrency,,ESP,,,2,,,,,,,,,,,
measunits,unitISO4217C-LKR,Sri Lanka Rupee,unitscurrency,,LKA,,,2,,,,,,,,,,,
measunits,unitISO4217C-SDG,Sudanese Pound,unitscurrency,,SDN,,,2,,,,,,,,,,,
measunits,unitISO4217C-SRD,Surinam Dollar,unitscurrency,,SUR,,,2,,,,,,,,,,,
measunits,unitISO4217C-NOK,Norwegian Krone,unitscurrency,,SJM,,,2,,,,,,,,,,,
measunits,unitISO4217C-SEK,Swedish Krona,unitscurrency,,SWE,,,2,,,,,,,,,,,
measunits,unitISO4217C-CHF,Swiss Franc,unitscurrency,,CHE,,,2,,,,,,,,,,,
measunits,unitISO4217C-CHE,WIR Euro,unitscurrency,,CHE,,,2,,,,,,,,,,,
measunits,unitISO4217C-CHW,WIR Franc,unitscurrency,,CHE,,,2,,,,,,,,,,,
measunits,unitISO4217C-SYP,Syrian Pound,unitscurrency,,SYR,,,2,,,,,,,,,,,
measunits,unitISO4217C-TWD,New Taiwan Dollar,unitscurrency,,TWN,,,2,,,,,,,,,,,
measunits,unitISO4217C-TJS,Somoni,unitscurrency,,TJK,,,2,,,,,,,,,,,
measunits,unitISO4217C-TZS,Tanzanian Shilling,unitscurrency,,TZA,,,2,,,,,,,,,,,
measunits,unitISO4217C-THB,Baht,unitscurrency,,THA,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,TLS,,,2,,,,,,,,,,,
measunits,unitISO4217C-XOF,CFA Franc BCEAO,unitscurrency,,TGO,,,0,,,,,,,,,,,
measunits,unitISO4217C-NZD,New Zealand Dollar,unitscurrency,,TKL,,,2,,,,,,,,,,,
measunits,unitISO4217C-TOP,Pa'anga,unitscurrency,,TON,,,2,,,,,,,,,,,
measunits,unitISO4217C-TTD,Trinidad and Tobago Dollar,unitscurrency,,TTO,,,2,,,,,,,,,,,
measunits,unitISO4217C-TND,Tunisian Dinar,unitscurrency,,TUN,,,3,,,,,,,,,,,
measunits,unitISO4217C-TRY,Turkish Lira,unitscurrency,,TUR,,,2,,,,,,,,,,,
measunits,unitISO4217C-TMT,Turkmenistan New Manat,unitscurrency,,TKM,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,TCA,,,2,,,,,,,,,,,
measunits,unitISO4217C-AUD,Australian Dollar,unitscurrency,,TUV,,,2,,,,,,,,,,,
measunits,unitISO4217C-UGX,Uganda Shilling,unitscurrency,,UGA,,,0,,,,,,,,,,,
measunits,unitISO4217C-UAH,Hryvnia,unitscurrency,,UKR,,,2,,,,,,,,,,,
measunits,unitISO4217C-AED,UAE Dirham,unitscurrency,,ARE,,,2,,,,,,,,,,,
measunits,unitISO4217C-GBP,Pound Sterling,unitscurrency,,GBR,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,UMI,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,USA,,,2,,,,,,,,,,,
measunits,unitISO4217C-USN,US Dollar (Next day),unitscurrency,,USA,,,2,,,,,,,,,,,
measunits,unitISO4217C-UYU,Peso Uruguayo,unitscurrency,,URY,,,2,,,,,,,,,,,
measunits,unitISO4217C-UYI,Uruguay Peso en Unidades Indexadas (UI),unitscurrency,,URY,,,0,,,,,,,,,,,
measunits,unitISO4217C-UYW,Unidad Previsional,unitscurrency,,URY,,,4,,,,,,,,,,,
measunits,unitISO4217C-UZS,Uzbekistan Sum,unitscurrency,,UZB,,,2,,,,,,,,,,,
measunits,unitISO4217C-VUV,Vatu,unitscurrency,,VUT,,,0,,,,,,,,,,,
measunits,unitISO4217C-VES,Bolívar Soberano,unitscurrency,,VEN,,,2,,,,,,,,,,,
measunits,unitISO4217C-VND,Dong,unitscurrency,,VNM,,,0,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,VGB,,,2,,,,,,,,,,,
measunits,unitISO4217C-USD,US Dollar,unitscurrency,,VIR,,,2,,,,,,,,,,,
measunits,unitISO4217C-XPF,CFP Franc,unitscurrency,,WLF,,,0,,,,,,,,,,,
measunits,unitISO4217C-MAD,Moroccan Dirham,unitscurrency,,ESH,,,2,,,,,,,,,,,
measunits,unitISO4217C-YER,Yemeni Rial,unitscurrency,,YEM,,,2,,,,,,,,,,,
measunits,unitISO4217C-ZMW,Zambian Kwacha,unitscurrency,,ZMB,,,2,,,,,,,,,,,
measunits,unitISO4217C-ZWL,Zimbabwe Dollar,unitscurrency,,ZWE,,,2,,,,,,,,,,,
measunits,unitISO4217C-XBA,Bond Markets Unit European Composite Unit (EURCO),unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XBB,Bond Markets Unit European Monetary Unit (E.M.U.-6),unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XBC,Bond Markets Unit European Unit of Account 9 (E.U.A.-9),unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XBD,Bond Markets Unit European Unit of Account 17 (E.U.A.-17),unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XTS,Codes specifically reserved for testing purposes,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XXX,The codes assigned for transactions where no currency is involved,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XAU,Gold,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XPD,Palladium,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XPT,Platinum,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-XAG,Silver,unitscurrency,,NA,,,,,,,,,,,,,,
measunits,unitISO4217C-AFA,Afghani,unitscurrency,,AFG,,2003-01-01,,,,,,,,,,,,
measunits,unitISO4217C-FIM,Markka,unitscurrency,,ALA,,2002-03-01,,,,,,,,,,,,
measunits,unitISO4217C-ALK,Old Lek,unitscurrency,,ALB,,1989-12-01,,,,,,,,,,,,
measunits,unitISO4217C-ADP,Andorran Peseta,unitscurrency,,AND,,2003-07-01,,,,,,,,,,,,
measunits,unitISO4217C-ESP,Spanish Peseta,unitscurrency,,AND,,2002-03-01,,,,,,,,,,,,
measunits,unitISO4217C-FRF,French Franc,unitscurrency,,AND,,2002-03-01,,,,,,,,,,,,
measunits,unitISO4217C-AOK,Kwanza,unitscurrency,,AGO,,1991-03-01,,,,,,,,,,,,
measunits,unitISO4217C-AON,New Kwanza,unitscurrency,,AGO,,2000-02-01,,,,,,,,,,,,
measunits,unitISO4217C-AOR,Kwanza Reajustado,unitscurrency,,AGO,,2000-02-01,,,,,,,,,,,,
measunits,unitISO4217C-ARA,Austral,unitscurrency,,ARG,,1992-01-01,,,,,,,,,,,,
measunits,unitISO4217C-ARP,Peso Argentino,unitscurrency,,ARG,,1985-07-01,,,,,,,,,,,,
